Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
smw,hc,2021,5,1,8:48,R,M28255,1,,BCHU,F,1,,LS,,,,,U,E,,,P,,46,22.3,n,0,5,1,F,F,,F,3.31,,,,,,,,,
smw,hc,2021,6,12,6:21,R,M28296,1,,BBLH,F,1,,,,,,,,,,,,,50.5,22.9,n,0,5,2,1,5,L,M,3.44,,,,,,,,,NECTAR IN CROP
smw,hc,2021,5,29,9:41,R,M28303,1,,BBLH,F,1,,,,,,,,,,,,,47.5,22.4,yt,0,2,L,L,M,L,L,3.15,,,,,,,,,NECTAR IN CROP
gs,hc,2021,7,10,6:46,R,M28303,1,,BBLH,F,1,,,,,,,,,,,,,47,21,n,1,9,1,F,6,L,1,4.06,,,,1,10:35,,,,
smw,hc,2021,4,3,9:17,R,M28341,1,,BBLH,M,1,,B,99,,,,,,,,,,52,20.9,n,0,,F,F,F,F,F,3.22,,,,,,,,,
gs,hc,2021,7,10,7:41,R,M28515,1,,BCHU,F,1,,NS,,,,,U,E,,,,,47,20,n,T,8,1,1,L,F,,3.81,,,,,,,,,"CAME WITHOUTH TAIL FEATHERS, DIDN'T LOST THEM AT THE TRAPS"
gs,hc,2021,7,10,6:25,R,M28522,1,,BBLH,F,1,,,,,,,,,,,,,50,21.9,n,0,8,L,L,F,F,M,3.64,,,,1,6:53,,,,
smw,swrs1,2021,5,17,7:36,R,M28601,1,,RIHU,M,1,,GP,99,90,,,,,,,O,,72,27.2,n,0,,1,F,F,F,F,7.4,,,,,,,,,
smw,swrs1,2021,5,17,6:49,1,M28733,H,L,RIHU,M,1,,GP,90,80,,,,,,,A,,73,27.6,puh,0,,1,F,F,F,M,7.47,,,,,,,,,
gs,swrs1,2021,5,31,6:02,1,M28738,J,L,RIHU,M,1,,GP,99,99,,,,,,,E,,73,28.5,n,P,,F,F,F,F,L,7.58,,,,,,,,,
smw,hc,2021,6,12,6:45,R,M28780,1,,BBLH,F,1,,,,,,,,,,,,,49.5,21.8,n,0,5,2,2,5,L,M,3.16,,,,,,,,,
smw,hc,2021,9,4,7:34,R,M28781,1,,BBLH,M,1,,B,99,,,,,,,,,,0,22.2,n,1,,1,F,0,1,4,3.88,,,,,,,,,R5 MOLTING LONGER THAN 4
smw,hc,2021,6,12,7:17,R,M28788,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,22,n,0,,L,L,L,F,L,3.09,,,,,,,,,
smw,hc,2021,6,26,9:09,R,M28788,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,22.6,n,0,,F,L,L,L,L,3.1,,,,,,,,,NC
gs,hc,2021,7,10,7:57,R,M28788,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.9,n,0,,F,F,L,F,L,3.13,,,,,,,,,NECTAR IN CROP
smw,hc,2021,4,16,7:23,R,M28798,1,,BBLH,F,1,,,,,,,,,,,,,51,21,gx,0,5,L,L,L,F,L,3.45,,,,,,,,,SPIDER WEB ON WINGS
smw,hc,2021,5,29,7:07,R,M28798,1,,BBLH,F,1,,,,,,,,,,,,,51.5,21.1,yt,0,2,1,L,2,M,M,3.22,,,,,,,,,NECTAR IN CROP
smw,hc,2021,3,20,9:24,R,M28955,1,,BBLH,M,1,,B,99,,,,,,,,,,49.5,21.2,n,P,,F,F,F,F,F,3.34,,,,,,,,,
smw,hc,2021,3,20,7:46,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.5,n,P,,F,F,F,F,F,3.22,,,,3,8:39,11:23,11:57,,
smw,hc,2021,4,3,8:00,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,52,20.6,n,P,,F,F,F,F,L,3.26,,,,,,,,,NECTAR IN CROP
smw,hc,2021,4,16,9:38,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,,,n,0,,F,L,L,F,L,3.26,,,,,,,,,NC
smw,hc,2021,5,1,9:45,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,52.5,21.4,yu,0,,F,L,L,F,L,3.28,,,,,,,,,
smw,hc,2021,5,29,8:57,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.6,yu,0,,1,L,L,F,M,3.29,,,,,,,,,LOTS OF NECTAR IN CROP
smw,hc,2021,6,26,8:59,R,M28957,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.4,n,0,,1,L,L,L,M,3.42,,,,,,,,,NC
smw,hc,2021,3,20,9:31,R,M28961,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.7,n,T,,F,F,F,F,L,3.41,,,,,,,,,
smw,hc,2021,3,20,9:13,R,M28963,1,,ANHU,M,1,,R,99,99,,,,,,,,,49,17.2,n,0,,F,F,F,F,F,,,,,,,,,,"ESCAPED, NECTAR IN CROP"
gs,hc,2021,7,10,10:55,R,M28971,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,47,21.9,n,0,7,1,1,F,F,L,3.44,,,,,,,,,
gs,swrs1,2021,5,31,6:24,R,M28972,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,46.5,21.1,n,0,5,L,F,F,F,L,,,,,,,,,,AHY 4/21/19
smw,hc,2021,10,2,8:19,R,M29031,1,,ANHU,F,1,,R,20,,0,N,E,E,,,N,,50,18.7,n,P,2,1,1,F,F,F,3.75,,,,,,,,,
smw,hc,2021,4,16,8:39,R,M30055,1,,BBLH,F,1,,,,,,,,,,,,,50,22,n,0,5,L,L,L,F,L,3.3,,,,,,,,,
smw,hc,2021,5,29,7:03,R,M30055,1,,BBLH,F,1,,,,,,,,,,,,,51,22.3,wt,0,2,1,1,2,L,L,3.04,,,,,,,,,
smw,hc,2021,6,26,10:37,R,M30055,1,,BBLH,F,1,,,,,,,,,,,,,50,22.3,n,0,2,L,L,4,L,L,3.18,,,,,,,,,LOTS OF NECTAR IN CROP
smw,hc,2021,8,8,9:15,R,M30350,1,,BBLH,F,1,,,,,,,,,,,,,50,24,n,0,5,L,L,6,F,M,,,,,,,,,,MISSING RIGHT R1-5
smw,hc,2021,6,26,5:40,R,M30587,1,,BBLH,F,1,,,,,,,,,,,,,51,21.8,n,0,5,1,L,4,L,M,3.18,,,,,,,,,
gs,hc,2021,7,10,6:59,R,M30672,1,,BCHU,M,1,,V,99,,,,,,,,,,41,18.6,n,0,,F,F,L,F,L,2.71,,,,,,,,,
smw,hc,2021,6,26,7:39,R,M60035,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.5,n,0,,L,L,L,L,L,3.07,,Y,,1,10:32,,,,DISEASED TOES BETTER BUT 2 BLEEDING
smw,hc,2021,4,16,7:59,R,M66299,1,,BBLH,M,1,,,,,,,,,,,,,49.5,21.4,n,0,5,L,L,L,L,L,3.28,,,,,,,,,REPLACE LR3
smw,hc,2021,6,12,9:04,R,M66299,1,,BBLH,F,1,,,,,,,,,,,,,50,22.7,n,0,2,2,M,5,M,M,3.03,,,,,,,,,
smw,hc,2021,10,2,8:57,R,M66299,1,,BBLH,F,1,,,,,0,N,,,,,,,48,22.4,n,1,2,F,F,F,F,F,3.55,,,,,,,,,REGROWING LR 3
smw,hc,2021,3,20,7:40,1,M66461,D,E,RUHU,F,1,,O,7,,,,,55,GB,N,,3.3,44,17.7,gxh,T,2,1,F,F,F,L,3.33,,,,1,9:00,,,,
smw,hc,2021,3,20,9:48,1,M66462,D,E,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.4,n,1,,F,F,F,F,L,3.27,,,,,,,,,
smw,hc,2021,4,3,8:02,1,M66463,C,E,RUHU,F,1,,O,15,,,,,60,GB,N,,3.5,42,18,n,1,2,2,1,9,F,F,3.59,,,,,,,,,
smw,hc,2021,4,3,8:12,1,M66464,D,E,BBLH,M,1,,B,99,,,,,,,,,,51,21.7,n,P,,F,L,L,F,L,3.4,,,,1,10:49,,,,NECTAR IN CROP
smw,hc,2021,4,3,8:36,1,M66465,D,E,RUHU,F,1,,O,25,,,,,5,GB,N,,3,44.5,19.2,yh,T,2,1,1,F,F,F,3.54,,,,,,,,,PASPADO
smw,hc,2021,4,3,8:50,1,M66466,E,E,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.5,n,T,,F,F,F,F,F,3.51,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,26,6:41,R,M66466,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.3,n,T,,1,L,M,L,M,3.49,,,,,,,,,
smw,hc,2021,4,3,8:54,1,M66467,D,E,BBLH,M,1,,B,95,,,,,,,,,,50.5,21.5,n,T,,F,L,L,F,L,3.07,,,,,,,,,
smw,hc,2021,4,16,7:46,R,M66467,1,,BBLH,M,1,,B,99,,,,,,,,,,,,gx,0,,L,L,L,F,L,3.08,,,,1,8:27,,,,
smw,hc,2021,4,16,6:30,1,M66468,E,E,BBLH,M,1,,B,99,,,,,,,,,,50.8,20.8,gx,0,,L,F,F,F,,3.26,,,,5,7:46,8:43,9:19,10:05,10:43
smw,hc,2021,5,1,7:00,R,M66468,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.2,n,0,,1,L,L,F,F,,,,,,,,,,
gs,hc,2021,7,10,9:28,R,M66468,1,,BBLH,M,1,,B,99,,,,,,,,,,49,20.1,n,0,,L,F,5,F,F,3.24,,,,,,,,,
smw,hc,2021,4,16,6:34,1,M66469,E,E,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.3,n,0,,L,F,L,F,F,2.79,,,,,,,,,
smw,hc,2021,4,16,6:42,1,M66470,E,E,BCHU,M,1,,V,99,,,,,,,,,,43,19.7,n,0,,F,F,F,F,F,3.31,,,,,,,,,
smw,hc,2021,4,16,6:47,1,M66473,D,E,RUHU,F,1,,O,8,,,,,5,GB,E,,4,,18,n,0,2,1,F,0,2,M,3.18,,,,,,,,,
smw,hc,2021,4,16,7:09,1,M66474,D,,BBLH,M,1,,B,99,,,,,,,,,,52,20.5,n,P,,L,F,F,F,L,3.47,,,,2,8:41,9:48,,,NC
smw,hc,2021,4,16,7:14,1,M66475,D,E,BBLH,M,1,,B,99,,,,,,,,,,49.5,21.8,n,0,,L,M,M,L,L,3.07,,,,,,,,,
smw,hc,2021,4,16,11:07,1,M66476,E,E,RUHU,F,1,,O,6,,,,,10,GB,N,,3.5,44,18.4,ynh,1,2,1,1,F,F,L,4.03,,,,,,,,,
smw,hc,2021,4,16,11:12,1,M66477,E,E,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.9,yn,0,,F,F,F,F,F,2.91,,,,,,,,,
smw,swrs1,2021,5,17,8:16,1,M66501,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,20.2,n,0,,F,F,F,F,F,2.87,,,,,,,,,
smw,swrs1,2021,5,17,8:27,1,M66502,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.4,yn,P,,F,F,F,F,F,2.93,,,,,,,,,
smw,swrs1,2021,5,17,9:02,1,M66503,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,18.6,ynl,P,,F,F,F,F,F,2.92,,,,,,,,,
smw,hc,2021,5,29,5:47,4,M66505,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,5,29,6:27,1,M66506,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,20.6,n,0,,F,L,L,F,F,2.67,,,,,,,,,
smw,hc,2021,5,29,7:36,1,M66507,C,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,20.1,n,0,,1,1,L,F,L,2.9,,,,,,,,,
smw,hc,2021,6,12,7:34,1,M66522,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.8,n,P,,F,F,F,F,F,2.94,,,,,,,,,
smw,hc,2021,6,12,8:02,1,M66523,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,19.3,n,0,,F,1,L,F,F,3,,,,,,,,,
smw,hc,2021,6,12,8:28,1,M66524,B,D,BCHU,M,1,,V,99,,,,,,,,,,42,20.3,n,P,,F,F,L,F,L,2.88,,,,,,,,,2X2 BUMP LEFT SIDE OF BILL AT BASE
smw,hc,2021,6,12,9:13,1,M66525,D,D,COHU,F,1,,NS,,,0,N,E,E,,,N,,44,17.3,yt,T,2,L,L,L,F,M,3.27,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,9:49,1,M66526,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,19,n,0,,1,L,L,F,L,2.82,,,,,,,,,
smw,hc,2021,6,26,7:23,1,M66547,C,D,COHU,F,1,,NS,,,,,E,E,,,N,,44.5,18.8,n,1,2,M,M,2,M,R,3.17,,,,,,,,,
gs,hc,2021,7,10,7:32,R,M66547,1,,COHU,F,1,,NS,,,,,,E,,,,,44,18,n,1,2,L,L,4,L,R,2.68,,,,,,,,,ID TRAITS SKIPPED DUE TO WEAR AND MOLT
smw,hc,2021,6,26,7:32,1,M66548,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,43,18.2,n,0,,F,F,F,F,L,2.92,,,,,,,,,
smw,hc,2021,6,26,9:50,1,M66549,C,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,20.1,n,P,,F,F,L,F,L,2.92,,,,,,,,,
smw,swrs1,2021,6,28,5:33,1,M66550,D,D,BCHU,M,1,,V,99,,0,N,,,,,,,43,19.3,n,0,,L,L,L,F,L,2.69,,,,1,6:30,,,, 
smw,hc,2021,3,20,7:30,1,M66556,E,F,BBLH,M,1,,B,99,,,,,,,,,,50,22.3,n,T,,F,F,F,F,L,3.29,,,,,,,,,
smw,hc,2021,3,20,7:38,1,M66557,F,F,ANHU,M,1,,R,99,99,,,,,,,,,48.7,17.9,n,0,,F,F,F,F,F,4.16,,,,,,,,,
smw,hc,2021,3,20,7:53,1,M66558,F,F,BBLH,F,1,,,,,,,,,,,,,50.5,21.6,n,T,,L,L,F,F,L,3.48,,,,2,10:47,12:32,,,NECTAR IN CROP
smw,hc,2021,8,8,8:14,R,M66558,1,,BBLH,F,1,,,,,0,N,,,,,,,50,21.2,n,T,2,1,1,7,1,M,3.48,,,,,,,,,
smw,hc,2021,3,20,8:01,1,M66559,F,F,ANHU,M,1,,R,99,99,,,,,,,,,48.5,17.8,wh,0,,L,F,L,F,F,4.38,,,,2,11:22,12:11,,,NECTAR IN CROP
smw,hc,2021,4,3,8:28,R,M66559,1,,ANHU,M,1,,R,99,99,,,,,,,,,48,17.1,n,0,,F,F,M,F,L,4.23,,,,,,,,,
smw,hc,2021,3,20,8:05,1,M66560,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.6,n,0,,F,F,F,F,F,4.15,,,,,,,,,
smw,hc,2021,5,1,8:12,R,M66560,1,,ANHU,M,1,,R,99,,,,,,,,,,49.5,18.9,n,0,,F,F,F,F,F,4.15,,,,,,,,,
smw,hc,2021,3,20,8:51,1,M66561,E,F,ANHU,M,1,,R,98,98,,,,,,,,,49,18.6,n,0,,F,F,F,F,F,4,,,,,,,,,
smw,hc,2021,3,20,9:19,1,M66562,E,F,ANHU,M,1,,R,99,99,,,,,,,,,48,18.3,n,0,,F,F,L,F,F,4.33,,,,,,,,,
smw,hc,2021,3,20,9:26,1,M66563,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46,21.5,n,T,2,1,F,F,F,F,3.54,,,,1,10:15,,,,NECTAR IN CROP
smw,hc,2021,3,20,9:55,1,M66564,E,F,ANHU,M,1,,R,99,99,,,,,,,,,48,19.5,n,P,,F,F,F,F,F,4.05,,,,1,12:02,,,,
gs,hc,2021,3,20,10:18,1,M66565,F,F,ANHU,M,1,,R,99,95,,,,,,,,,48,17.6,n,1,,1,F,F,F,L,4.66,,,,,,,,,
gs,hc,2021,3,20,10:34,1,M66566,E,F,ANHU,M,1,,R,99,95,,,,,,,,,48,18.2,ol,0,,F,L,F,F,L,3.9,,,,1,10:58,,,,
gs,hc,2021,3,20,10:53,1,M66567,E,F,ANHU,M,1,,R,99,95,,,,,,,,,49,19.2,n,1,,F,F,F,F,F,4.72,,,,,,,,,NECTAR IN CROP
gs,hc,2021,3,20,11:34,1,M66568,E,F,ANHU,M,1,,R,99,99,,,,,,,,,50,18.7,n,P,,F,F,L,F,L,4.48,,,,,,,,,NECTAR IN CROP
smw,hc,2021,10,2,10:22,R,M66568,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,20.5,n,1,,F,F,F,F,F,4.71,,,,,,,,,
gs,hc,2021,4,3,6:40,1,M66569,F,F,BBLH,M,1,,B,99,,,,,,,,,,51,19.3,wh,0,,F,F,F,F,L,3.36,,,,1,9:35,,,,
smw,hc,2021,4,16,6:26,R,M66569,1,,BBLH,M,1,,B,99,,,,,,,,,,,,n,0,,F,L,L,L,L,3.28,,,,,,,,,WHITE INSECT EGGS IN G0RGET
smw,hc,2021,6,26,10:17,R,M66569,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.8,n,P,,1,F,F,F,L,3.26,,,,,,,,,
gs,hc,2021,4,3,6:48,1,M66570,E,F,ANHU,F,1,,R,10,,,,E,E,,,,,48,17.4,n,1,2,1,1,L,L,L,3.58,,,,,,,,,
smw,hc,2021,4,3,6:58,1,M66571,F,F,BBLH,M,1,,B,99,,,,,,,,,,51.5,20.6,n,P,,F,1,F,F,F,3.29,,,,2,9:15,11:03,,,
smw,hc,2021,4,3,7:00,1,M66572,E,F,BBLH,M,1,,B,99,,,,,,,,,,50,21.1,n,0,,F,F,F,F,F,2.93,,,,,,,,,
smw,hc,2021,4,16,9:01,R,M66572,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,22.2,gx,0,,F,F,F,F,F,3.12,,,,,,,,,
gs,hc,2021,7,10,6:16,R,M66572,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.2,n,0,,L,F,M,F,F,2.93,,,,,,,,,
smw,hc,2021,4,3,7:08,1,M66573,E,F,BBLH,M,1,,B,95,,,,,,,,,,52,22.4,yh,0,,F,F,L,L,,3.43,,,,,,,,,NO TAIL
smw,hc,2021,5,1,6:00,R,M66573,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.3,n,0,,L,1,,,,,,,,,,,,,ESCAPED
smw,hc,2021,5,29,7:12,R,M66573,1,,BBLH,M,1,,B,99,,,,,,,,,,50,22.9,n,0,,1,1,4,L,L,3.36,,,,1,9:35,,,,
smw,hc,2021,4,3,7:14,1,M66574,F,F,BBLH,M,1,,B,99,,,,,,,,,,52,20.8,n,0,,F,F,F,F,F,3.28,,,,3,8:18,9:37,10:40,,
smw,hc,2021,5,15,6:38,R,M66574,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.1,yu,0,,1,L,M,F,L,3.28,,Y,,,,,,,
smw,hc,2021,8,8,6:46,R,M66574,1,,BBLH,M,1,,B,96,,,,,,,,,,51,21.4,n,0,,2,3,7,1,2,3.57,,,,,,,,,
smw,hc,2021,4,3,7:25,1,M66575,E,F,BBLH,M,1,,B,99,,,,,,,,,,53,20.3,n,T,,L,L,L,F,F,3.37,,,,,,,,,
smw,hc,2021,4,16,6:33,R,M66575,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.2,n,0,,F,F,F,F,F,3.37,,,,5,6:55,7:40,8:27,9:09,9:54
smw,hc,2021,5,29,8:55,R,M66575,1,,BBLH,M,1,,B,99,,,,,,,,,,48.5,21,yt,P,,1,L,L,F,F,3.4,,,,,,,,,NECTAR IN CROP
smw,hc,2021,4,3,7:28,1,M66576,F,F,BBLH,M,1,,B,99,,,,,,,,,,50,21.8,n,0,,F,F,F,F,M,3.22,,,,1,8:19,,,,
gs,hc,2021,7,10,8:09,R,M66576,1,,BBLH,M,1,,B,99,,,,,,,,,,49,20.8,n,0,,F,F,F,F,L,3.33,,,,,,,,,
smw,hc,2021,4,3,7:34,1,M66577,E,F,BBLH,M,1,,B,97,,,,,,,,,,50.5,21.6,n,0,,F,F,L,F,L,3.28,,,,3,8:20,9:51,10:59,,
smw,hc,2021,4,16,9:33,6,M66577,1,,BBLH,M,1,M69143,B,99,,,,,,,,,,51,21.6,gx,T,,L,L,L,F,F,3.24,,,,3,10:01,10:25,11:21,,"NC, DOUBLE BANDED"
smw,hc,2021,5,1,6:55,R,M66577,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.8,n,0,,F,F,L,F,L,3.2,,,,,,,,,
smw,hc,2021,6,26,10:41,R,M66577,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,22.6,n,T,,1,1,5,L,M,3.35,,,,,,,,,
smw,hc,2021,4,3,7:48,1,M66578,E,F,BBLH,F,1,,,,,,,,,,,,,50,22.2,n,P,2,L,L,F,F,L,3.45,,,,,,,,,NECTAR IN CROP
smw,hc,2021,4,3,8:16,1,M66579,E,F,BBLH,M,1,,B,99,,,,,,,,,,50.5,19.8,n,P,,F,F,F,F,L,2.98,,,,,,,,,
smw,hc,2021,4,3,8:29,1,M66580,E,F,BBLH,F,1,,,,,,,,,,,,,48.5,22.4,n,0,2,L,F,F,F,L,2.91,,,,1,10:03,,,,
smw,hc,2021,4,3,8:32,1,M66581,F,F,ANHU,M,1,,R,99,99,,,,,,,,,50,17.7,n,T,,F,F,L,F,L,4.32,,,,,,,,,
smw,hc,2021,4,3,8:58,1,M66582,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46,21.2,n,1,2,F,F,F,F,F,3.46,,,,,,,,,
smw,hc,2021,4,3,9:04,1,M66583,F,F,ANHU,M,1,,R,99,99,,,,,,,,,49,16.4,n,1,,F,F,F,F,L,4.54,,,,,,,,,NECTAR IN CROP
smw,hc,2021,4,16,10:40,R,M66583,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.6,n,0,,F,F,F,F,L,4.03,,,,,,,,,
smw,hc,2021,4,3,9:30,1,M66584,E,F,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.2,n,T,,F,F,F,F,F,3.78,,,,,,,,,
smw,hc,2021,6,12,7:36,R,M66584,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.2,n,0,,1,L,L,L,L,3.13,,,,,,,,,
gs,hc,2021,4,3,9:58,1,M66585,F,F,ANHU,M,1,,R,99,99,,,,,,,,,49,16.6,n,P,,F,F,L,F,L,4.13,,,,,,,,,
gs,hc,2021,4,3,10:10,1,M66586,F,F,BBLH,M,1,,B,99,,,,,,,,,,49,20,n,P,,L,F,F,F,F,3.09,,,,,,,,,
smw,hc,2021,6,12,10:08,R,M66586,1,,BBLH,M,1,,B,97,,,,,,,,,,50,20.7,n,P,,2,2,3,L,M,3.25,,,,,,,,,
gs,hc,2021,4,3,10:20,1,M66587,F,F,BBLH,M,1,,B,99,,,,,,,,,,51,21,n,1,,F,F,F,F,F,3.28,,,,,,,,,
smw,hc,2021,4,16,6:38,1,M66588,F,F,BBLH,F,1,,,,,,,,,,,,,50,22.7,n,0,2,L,L,L,L,M,2.86,,,,5,7:24,8:11,8:54,9:58,10:53
smw,hc,2021,5,29,5:53,R,M66588,1,,BBLH,F,1,,,,,,,,,,,,,49,23.2,n,0,2,2,1,6,1,L,2.97,,,,,,,,,
smw,hc,2021,6,12,10:31,R,M66588,1,,BBLH,F,1,,,,,,,,,,,,,49.5,23.3,n,0,2,2,2,7,2,1,2.89,,,,,,,,,
smw,hc,2021,8,8,6:55,R,M66588,1,,BBLH,F,1,,,,,,,,,,,,,50,22.1,n,T,7,1,F,8,L,L,3.51,,,,1,9:16,,,,
smw,hc,2021,9,21,7:05,R,M66588,1,,BBLH,F,1,,NS,,,,,,,,,,,50,23,n,T,2,1,F,F,F,L,3.08,,,,2,10:34,11:18,,,
smw,hc,2021,10,2,9:42,R,M66588,1,,BBLH,F,1,,,,,,,,,,,,,50,23.1,n,0,2,1,F,F,F,L,3.07,,,,1,11:32,,,,REGROWIN LR 3 AND 4
smw,hc,2021,4,16,7:19,1,M66589,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.8,n,0,,F,F,F,F,F,4.28,,,,,,,,,NC
smw,hc,2021,5,1,8:19,R,M66589,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.2,n,0,,F,F,F,F,F,4.08,,,,,,,,,
smw,hc,2021,4,16,7:34,1,M66590,F,F,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.4,gx,0,,F,F,L,F,L,3.38,,,,3,8:39,9:54,11:09,,NC
smw,hc,2021,4,16,8:10,1,M66591,E,F,ANHU,M,1,,R,99,99,,,,,,,,,50,18.9,yh,0,,F,F,L,F,,4.18,,,,,,,,,
smw,hc,2021,8,8,8:50,R,M66591,1,,ANHU,M,1,,R,99,99,,,,,,,,,49.5,19.8,n,0,,2,F,F,F,5,4.17,,,,1,9:23,,,,
smw,hc,2021,4,16,8:33,1,M66592,E,F,ANHU,M,1,,R,99,99,,,,,,,,,48.5,18.4,n,0,,F,F,L,F,F,3.78,,,,1,10:12,,,,
smw,hc,2021,6,26,7:57,R,M66649,1,,BCHU,F,1,,MS,,,,,U,E,,,P,,47,20.4,wul,T,2,L,F,L,L,L,3.53,,,,,,,,,NC
smw,hc,2021,3,20,8:16,R,M66650,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.4,n,T,,F,L,L,F,F,3.61,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,9:56,R,M66650,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.8,n,P,,2,2,6,L,L,,,,,,,,,,"NECTAR IN CROP, RAW SECTION ON LEADING EDGE OF LEFT WING, 5 MM LONG, MISSING FEATHERS AND REDDISH, SOME BLOOD"
ml,swrs1,2021,5,3,8:09,R,M66662,1,,BCHU,M,1,,V,99,,,,,,,,,,41,17.6,wul,P,,1,F,F,F,F,2.7,,,,,,,,,
smw,swrs1,2021,6,28,8:45,R,M66666,1,,BCHU,M,1,,V,99,,,,,,,,,,42,19.5,n,0,,L,L,L,F,F,2.95,,,,,,,,,GORGET HAS A LOT OF BIRD LICE
smw,hc,2021,4,3,6:56,R,M66676,1,,BBLH,M,1,,B,99,,,,,,,,,,50,20.2,n,0,,F,F,F,F,F,3.36,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,6:34,R,M66676,1,,BBLH,M,1,,B,98,,,,,,,,,,51,21.2,n,0,,1,L,L,F,L,3.15,,,,,,,,,
gs,hc,2021,7,10,6:22,R,M66676,1,,BBLH,M,1,,B,99,,,,,,,,,,0,19.9,n,0,,L,F,R,F,F,3.12,,,,1,10:21,,,,SKIPPED WING CHORD DUE TO HEAVYWEAR ON PRIMARIES
ml,swrs1,2021,5,3,9:07,R,M66710,1,,BCHU,M,1,,V,99,,,,,,,,,,43.5,17.9,wu,0,,F,F,F,F,F,2.87,,,,,,,,,
smw,swrs1,2021,6,28,8:23,R,M66744,1,,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.7,n,0,,F,L,L,F,F,2.74,,,,,,,,,
smw,hc,2021,5,29,7:51,R,M66802,1,,BBLH,M,1,,,,,,,,,,,,,0,0,,,,,,,,,,,Y,,,,,,,"RELEASED DUE TO INJURY/ILLNESS
BLEEDING PIN FEATHERS L WING
GROWTH ON BEAK"
smw,hc,2021,6,12,8:14,R,M66806,1,,BBLH,M,1,,B,99,,,,,,,,,,51,22.4,n,P,,1,F,L,F,L,3.3,,,,,,,,,
